Time,Shoreline
1999-05-01,55.274
1999-05-02,57.096
1999-05-03,57.644999999999996
1999-05-04,61.945
1999-05-05,64.778
1999-05-06,65.0575
1999-05-07,63.2155
1999-05-08,60.9935
1999-05-09,62.861000000000004
1999-05-10,64.74600000000001
1999-05-11,64.499
1999-05-12,63.842
1999-05-13,63.005
1999-05-14,62.699
1999-05-15,61.983999999999995
1999-05-16,61.256
1999-05-17,60.838
1999-05-18,61.788
1999-05-19,62.778999999999996
1999-05-20,62.909499999999994
1999-05-21,64.3775
1999-05-22,65.0505
1999-05-23,62.494
1999-05-24,62.86766666666667
1999-05-25,63.734
1999-05-26,64.623
1999-05-27,65.661
1999-05-28,65.6245
1999-05-29,65.581
1999-05-30,62.184
1999-05-31,60.997
1999-06-01,60.352
1999-06-02,60.212
1999-06-03,62.0895
1999-06-04,65.1195
1999-06-05,63.7025
1999-06-06,61.735
1999-06-07,62.4985
1999-06-08,62.81
1999-06-09,63.661500000000004
1999-06-10,64.891
1999-06-11,65.55
1999-06-12,64.661
1999-06-13,60.671
1999-06-14,61.301
1999-06-15,62.886
1999-06-16,63.546
1999-06-17,64.205
1999-06-18,64.85650000000001
1999-06-19,64.543
1999-06-20,63.9155
1999-06-21,62.789500000000004
1999-06-22,60.019
1999-06-23,60.203500000000005
1999-06-24,62.2525
1999-06-25,64.253
1999-06-26,63.9365
1999-06-27,63.832
1999-06-28,64.111
1999-06-29,64.763
1999-06-30,66.67500000000001
1999-07-01,68.258
1999-07-02,67.989
1999-07-03,60.4705
1999-07-04,58.351
1999-07-05,60.878
1999-07-06,63.5375
1999-07-07,62.693
1999-07-08,65.28200000000001
1999-07-09,63.413
1999-07-10,60.758
1999-07-11,60.763999999999996
1999-07-12,63.827
1999-07-13,66.6985
1999-07-14,65.30850000000001
1999-07-15,63.175
1999-07-16,58.775
1999-07-17,56.375
1999-07-18,54.1085
1999-07-19,55.9075
1999-07-20,59.010000000000005
1999-07-21,60.577
1999-07-22,60.7435
1999-07-23,62.75
1999-07-24,63.544
1999-07-25,64.702
1999-07-26,64.91
1999-07-27,63.922
1999-07-28,62.700500000000005
1999-07-29,62.744
1999-07-30,63.236
1999-07-31,61.08
1999-08-01,62.569
1999-08-02,63.903
1999-08-03,61.510000000000005
1999-08-04,59.574
1999-08-05,60.1165
1999-08-06,61.51
1999-08-07,60.697
1999-08-08,61.713499999999996
1999-08-09,64.146
1999-08-10,65.8015
1999-08-11,65.607
1999-08-12,63.912
1999-08-13,66.5485
1999-08-14,67.498
1999-08-15,64.903
1999-08-16,62.411500000000004
1999-08-17,62.0345
1999-08-18,62.9975
1999-08-19,65.3375
1999-08-20,65.0565
1999-08-21,62.8525
1999-08-22,65.389
1999-08-23,68.36
1999-08-24,70.507
1999-08-25,70.7735
1999-08-26,70.581
1999-08-27,69.19200000000001
1999-08-28,68.3565
1999-08-29,68.741
1999-08-30,69.578
1999-08-31,68.2405
1999-09-01,69.26050000000001
1999-09-02,70.18700000000001
1999-09-03,70.22149999999999
1999-09-04,70.885
1999-09-05,69.587
1999-09-06,67.865
1999-09-07,66.1265
1999-09-08,64.657
1999-09-09,64.61500000000001
1999-09-10,66.6605
1999-09-11,65.59450000000001
1999-09-12,64.869
1999-09-13,62.831
1999-09-14,60.5445
1999-09-15,61.2285
1999-09-16,65.4205
1999-09-17,64.438
1999-09-18,65.90299999999999
1999-09-19,66.89150000000001
1999-09-20,66.1865
1999-09-21,65.562
1999-09-22,68.555
1999-09-23,69.3355
1999-09-24,69.207
1999-09-25,70.843
1999-09-26,71.306
1999-09-27,71.952
1999-09-28,72.104
1999-09-29,72.3765
1999-09-30,72.6745
1999-10-01,71.923
1999-10-02,71.26400000000001
1999-10-03,71.08250000000001
1999-10-04,70.3295
1999-10-05,70.6825
1999-10-06,70.2185
1999-10-07,68.081
1999-10-08,63.6125
1999-10-09,60.144999999999996
1999-10-10,65.306
1999-10-11,68.607
1999-10-12,65.2105
1999-10-13,68.395
1999-10-14,68.775
1999-10-15,67.3455
1999-10-16,68.3605
1999-10-17,68.5155
1999-10-18,69.03
1999-10-19,69.29966666666667
1999-10-20,68.8065
1999-10-21,68.8145
1999-10-22,68.826
1999-10-23,68.835
1999-10-24,68.845
1999-10-25,68.854
1999-10-26,69.19800000000001
1999-10-27,69.79533333333333
1999-10-28,65.74000000000001
1999-10-29,65.472
1999-10-30,65.54650000000001
1999-10-31,65.706
1999-11-01,65.851
1999-11-02,66.0685
1999-11-03,65.41
1999-11-04,63.493
1999-11-05,61.992000000000004
1999-11-06,63.864000000000004
1999-11-07,64.211
1999-11-08,63.8485
1999-11-09,61.4165
1999-11-10,63.8115
1999-11-11,63.659
1999-11-12,63.4015
1999-11-13,65.075
1999-11-14,66.661
1999-11-15,68.208
1999-11-16,68.7855
1999-11-17,69.0195
1999-11-18,67.166
1999-11-19,65.049
1999-11-20,65.359
1999-11-21,66.953
1999-11-22,67.72399999999999
1999-11-23,67.4305
1999-11-24,67.224
1999-11-25,67.001
1999-11-26,66.9355
1999-11-27,68.973
1999-11-28,64.231
1999-11-29,64.917
1999-11-30,69.63
1999-12-01,69.11850000000001
1999-12-02,70.978
1999-12-03,71.0815
1999-12-04,71.071
1999-12-05,70.61
1999-12-06,70.023
1999-12-07,68.71199999999999
1999-12-08,69.52199999999999
1999-12-09,69.2435
1999-12-10,69.013
1999-12-11,69.691
1999-12-12,70.369
1999-12-13,71.047
1999-12-14,71.7225
1999-12-15,71.854
1999-12-16,72.75399999999999
1999-12-17,71.7775
1999-12-18,71.299
1999-12-19,69.18700000000001
1999-12-20,66.71733333333333
1999-12-21,68.3275
1999-12-22,70.392
1999-12-23,71.936
1999-12-24,70.8555
1999-12-25,69.91399999999999
1999-12-26,70.162
1999-12-27,69.2245
1999-12-28,69.4355
1999-12-29,67.5575
1999-12-30,68.66550000000001
1999-12-31,67.438
2000-01-01,68.2745
2000-01-02,69.409
2000-01-03,70.852
2000-01-04,73.286
2000-01-05,73.036
2000-01-06,71.7325
2000-01-07,72.7055
2000-01-08,73.5545
2000-01-09,74.365
2000-01-10,75.005
2000-01-11,71.293
2000-01-12,71.1505
2000-01-13,68.765
2000-01-14,70.33500000000001
2000-01-15,69.10900000000001
2000-01-16,68.794
2000-01-17,68.53200000000001
2000-01-18,68.433
2000-01-19,69.696
2000-01-20,73.688
2000-01-21,74.5255
2000-01-22,74.306
2000-01-23,73.86833333333333
2000-01-24,69.18700000000001
2000-01-25,69.311
2000-01-26,72.60499999999999
2000-01-27,70.397
2000-01-28,71.15299999999999
2000-01-29,70.89
2000-01-30,71.796
2000-01-31,73.067
2000-02-01,75.53966666666666
2000-02-02,76.372
2000-02-03,75.8205
2000-02-04,76.5635
2000-02-05,76.558
2000-02-06,77.05866666666667
2000-02-07,76.25
2000-02-08,77.268
2000-02-09,78.468
2000-02-10,77.161
2000-02-11,76.72
2000-02-12,77.827
2000-02-13,76.551
2000-02-14,75.1695
2000-02-15,73.62700000000001
2000-02-16,73.2695
2000-02-17,72.842
2000-02-18,71.66499999999999
2000-02-19,73.0395
2000-02-20,75.09
2000-02-21,75.59299999999999
2000-02-22,76.409
2000-02-23,73.995
2000-02-24,74.9365
2000-02-25,73.0475
2000-02-26,74.521
2000-02-27,75.9665
2000-02-28,76.7435
2000-02-29,76.3845
2000-03-01,75.653
2000-03-02,74.3395
2000-03-03,72.614
2000-03-04,72.334
2000-03-05,73.633
2000-03-06,74.9985
2000-03-07,76.367
2000-03-08,72.891
2000-03-09,72.365
2000-03-10,72.5925
2000-03-11,74.7675
2000-03-12,74.081
2000-03-13,71.98150000000001
2000-03-14,72.7245
2000-03-15,74.612
2000-03-16,76.201
2000-03-17,74.201
2000-03-18,72.8315
2000-03-19,74.238
2000-03-20,76.475
2000-03-21,76.084
2000-03-22,76.405
2000-03-23,72.0725
2000-03-24,70.5685
2000-03-25,70.6175
2000-03-26,70.327
2000-03-27,70.875
2000-03-28,71.104
2000-03-29,71.88
2000-03-30,72.438
2000-03-31,73.836
2000-04-01,73.4765
2000-04-02,74.001
2000-04-03,72.702
2000-04-04,72.1425
2000-04-05,73.178
2000-04-06,71.285
2000-04-07,69.391
2000-04-08,67.498
2000-04-09,65.762
2000-04-10,65.4165
2000-04-11,68.912
2000-04-12,70.346
2000-04-13,71.282
2000-04-14,71.887
2000-04-15,71.8245
2000-04-16,71.7985
2000-04-17,71.518
2000-04-18,69.133
2000-04-19,68.7
2000-04-20,70.052
2000-04-21,70.2055
2000-04-22,70.89150000000001
2000-04-23,72.035
2000-04-24,72.77850000000001
2000-04-25,73.22399999999999
2000-04-26,74.491
2000-04-27,75.514
2000-04-28,75.35966666666667
2000-04-29,74.973
2000-04-30,74.537
2000-05-01,74.293
2000-05-02,74.294
2000-05-03,74.34
2000-05-04,73.866
2000-05-05,70.64750000000001
2000-05-06,71.648
2000-05-07,70.744
2000-05-08,69.4915
2000-05-09,70.301
2000-05-10,70.55199999999999
2000-05-11,71.0935
2000-05-12,66.463
2000-05-13,67.952
2000-05-14,69.411
2000-05-15,70.978
2000-05-16,72.47399999999999
2000-05-17,74.4785
2000-05-18,75.12
2000-05-19,73.4605
2000-05-20,73.989
2000-05-21,73.276
2000-05-22,73.1185
2000-05-23,75.548
2000-05-24,75.1625
2000-05-25,73.838
2000-05-26,72.3375
2000-05-27,72.09
2000-05-28,71.468
2000-05-29,70.05866666666667
2000-05-30,68.966
2000-05-31,67.6325
2000-06-01,67.01650000000001
2000-06-02,66.934
2000-06-03,68.156
2000-06-04,68.424
2000-06-05,72.7825
2000-06-06,74.366
2000-06-07,73.629
2000-06-08,73.76
2000-06-09,75.84100000000001
2000-06-10,73.986
2000-06-11,74.358
2000-06-12,74.778
2000-06-13,74.6455
2000-06-14,74.845
2000-06-15,75.7795
2000-06-16,76.889
2000-06-17,77.0195
2000-06-18,77.2935
2000-06-19,77.68799999999999
2000-06-20,77.256
2000-06-21,75.961
2000-06-22,73.786
2000-06-23,71.2355
2000-06-24,70.8665
2000-06-25,71.16900000000001
2000-06-26,69.8675
2000-06-27,67.66300000000001
2000-06-28,64.732
2000-06-29,64.6945
2000-06-30,64.84
2000-07-01,64.6745
2000-07-02,60.756
2000-07-03,59.312
2000-07-04,57.147
2000-07-05,54.981
2000-07-06,53.538
2000-07-07,52.094
2000-07-08,52.9615
2000-07-09,54.643
2000-07-10,56.453
2000-07-11,57.0045
2000-07-12,55.835
2000-07-13,54.86
2000-07-14,54.443
2000-07-15,53.016
2000-07-16,50.478
2000-07-17,50.232
2000-07-18,50.141
2000-07-19,50.081
2000-07-20,50.0325
2000-07-21,50.348
2000-07-22,50.491
2000-07-23,53.667500000000004
2000-07-24,55.5565
2000-07-25,58.457499999999996
2000-07-26,58.92
2000-07-27,59.18
2000-07-28,57.8925
2000-07-29,58.238
2000-07-30,58.468
2000-07-31,59.0105
2000-08-01,60.461
2000-08-02,60.3345
2000-08-03,58.622
2000-08-04,57.612
2000-08-05,57.409
2000-08-06,57.241
2000-08-07,57.159
2000-08-08,58.016000000000005
2000-08-09,60.183
2000-08-10,60.827
2000-08-11,60.511
2000-08-12,62.1405
2000-08-13,63.3505
2000-08-14,64.38550000000001
2000-08-15,65.17099999999999
2000-08-16,63.885999999999996
2000-08-17,61.599
2000-08-18,56.8
2000-08-19,52.577
2000-08-20,55.337
2000-08-21,57.6575
2000-08-22,57.799
2000-08-23,58.065
2000-08-24,59.5305
2000-08-25,59.1655
2000-08-26,58.195
2000-08-27,56.941
2000-08-28,56.964
2000-08-29,56.944
2000-08-30,53.447
2000-08-31,53.742999999999995
2000-09-01,56.56
2000-09-02,57.492000000000004
2000-09-03,59.2025
2000-09-04,58.496
2000-09-05,58.129000000000005
2000-09-06,60.064499999999995
2000-09-07,59.0375
2000-09-08,58.61
2000-09-09,58.102
2000-09-10,58.3655
2000-09-11,60.524
2000-09-12,60.388000000000005
2000-09-13,60.0175
2000-09-14,59.812
2000-09-15,60.964
2000-09-16,61.962
2000-09-17,61.8515
2000-09-18,63.036500000000004
2000-09-19,64.93950000000001
2000-09-20,65.9015
2000-09-21,63.099500000000006
2000-09-22,60.5635
2000-09-23,60.00749999999999
2000-09-24,59.776
2000-09-25,60.682
2000-09-26,65.492
2000-09-27,67.2065
2000-09-28,66.78800000000001
2000-09-29,66.867
2000-09-30,64.763
2000-10-01,63.761
2000-10-02,61.898
2000-10-03,60.679500000000004
2000-10-04,63.3375
2000-10-05,66.369
2000-10-06,68.2185
2000-10-07,65.98400000000001
2000-10-08,67.084
2000-10-09,66.69633333333333
2000-10-10,66.326
2000-10-11,66.0875
2000-10-12,66.8895
2000-10-13,68.239
2000-10-14,67.6695
2000-10-15,67.069
2000-10-16,67.9015
2000-10-17,69.113
2000-10-18,68.036
2000-10-19,65.68549999999999
2000-10-20,65.82300000000001
2000-10-21,64.776
2000-10-22,62.9585
2000-10-23,62.477
2000-10-24,61.13566666666667
2000-10-25,60.3345
2000-10-26,61.478
2000-10-27,62.8765
2000-10-28,64.741
2000-10-29,63.978
2000-10-30,62.604666666666674
2000-10-31,65.989
2000-11-01,65.95750000000001
2000-11-02,62.327
2000-11-03,58.1845
2000-11-04,57.235
2000-11-05,56.578500000000005
2000-11-06,58.0245
2000-11-07,59.809
2000-11-08,56.595
2000-11-09,56.650000000000006
2000-11-10,57.051
2000-11-11,57.316500000000005
2000-11-12,57.8525
2000-11-13,57.571
2000-11-14,58.8125
2000-11-15,58.5
2000-11-16,60.594
2000-11-17,62.3835
2000-11-18,63.751999999999995
2000-11-19,64.0305
2000-11-20,64.4725
2000-11-21,62.142
2000-11-22,61.561
2000-11-23,63.983
2000-11-24,63.4315
2000-11-25,62.959
2000-11-26,62.635
2000-11-27,62.2465
2000-11-28,62.231
2000-11-29,63.662
2000-11-30,65.013
2000-12-01,66.6155
2000-12-02,65.015
2000-12-03,64.3355
2000-12-04,64.05
2000-12-05,62.534
2000-12-06,62.7155
2000-12-07,60.75
2000-12-08,60.146
2000-12-09,59.563
2000-12-10,59.848
2000-12-11,59.1515
2000-12-12,59.7765
2000-12-13,61.848
2000-12-14,61.0155
2000-12-15,60.7735
2000-12-16,60.209
2000-12-17,61.445
2000-12-18,61.9805
2000-12-19,61.532
2000-12-20,61.126
2000-12-21,61.138
2000-12-22,62.3695
2000-12-23,64.3665
2000-12-24,63.9425
2000-12-25,63.256
2000-12-26,64.0195
2000-12-27,65.3245
2000-12-28,65.723
2000-12-29,62.935
2000-12-30,64.077
2000-12-31,65.2805
2001-01-01,66.41
2001-01-02,67.19300000000001
2001-01-03,66.59700000000001
2001-01-04,66.541
2001-01-05,68.83
2001-01-06,68.84
2001-01-07,67.4405
2001-01-08,67.196
2001-01-09,66.15350000000001
2001-01-10,63.9455
2001-01-11,60.914
2001-01-12,61.8365
2001-01-13,62.114000000000004
2001-01-14,65.1055
2001-01-15,62.3685
2001-01-16,66.2815
2001-01-17,66.0755
2001-01-18,65.46549999999999
2001-01-19,67.5565
2001-01-20,67.4905
2001-01-21,67.2075
2001-01-22,67.594
2001-01-23,69.69049999999999
2001-01-24,70.509
2001-01-25,68.85149999999999
2001-01-26,70.383
2001-01-27,72.4345
2001-01-28,73.841
2001-01-29,70.6555
2001-01-30,70.604
2001-01-31,69.14850000000001
2001-02-01,66.6325
2001-02-02,66.735
2001-02-03,66.93299999999999
2001-02-04,68.43799999999999
2001-02-05,68.413
2001-02-06,68.792
2001-02-07,70.675
2001-02-08,68.0325
2001-02-09,69.785
2001-02-10,69.7925
2001-02-11,64.559
2001-02-12,66.75399999999999
2001-02-13,64.8155
2001-02-14,65.1785
2001-02-15,66.7135
2001-02-16,66.64099999999999
2001-02-17,66.27449999999999
2001-02-18,67.29249999999999
2001-02-19,68.4855
2001-02-20,67.055
2001-02-21,65.81200000000001
2001-02-22,66.5765
2001-02-23,66.393
2001-02-24,66.1
2001-02-25,63.117
2001-02-26,63.192499999999995
2001-02-27,66.6185
2001-02-28,66.0975
2001-03-01,65.7085
2001-03-02,64.5335
2001-03-03,67.897
2001-03-04,66.3435
2001-03-05,64.807
2001-03-06,65.856
2001-03-07,65.708
2001-03-08,65.543
2001-03-09,65.68950000000001
2001-03-10,65.902
2001-03-11,66.151
2001-03-12,66.99799999999999
2001-03-13,67.707
2001-03-14,66.84100000000001
2001-03-15,69.02850000000001
2001-03-16,67.072
2001-03-17,67.0
2001-03-18,66.527
2001-03-19,65.179
2001-03-20,63.753
2001-03-21,63.681
2001-03-22,65.4205
2001-03-23,64.166
2001-03-24,64.6665
2001-03-25,66.7125
2001-03-26,68.873
2001-03-27,68.131
2001-03-28,67.798
2001-03-29,67.21950000000001
2001-03-30,70.037
2001-03-31,67.686
2001-04-01,65.699
2001-04-02,64.097
2001-04-03,62.938500000000005
2001-04-04,65.626
2001-04-05,67.7145
2001-04-06,69.25200000000001
2001-04-07,69.5975
2001-04-08,70.066
2001-04-09,70.749
2001-04-10,69.949
2001-04-11,65.398
2001-04-12,62.5785
2001-04-13,58.449
2001-04-14,61.5205
2001-04-15,64.8275
2001-04-16,65.432
2001-04-17,66.27900000000001
2001-04-18,65.5415
2001-04-19,63.97
2001-04-20,64.333
2001-04-21,64.618
2001-04-22,64.957
2001-04-23,63.647499999999994
2001-04-24,66.5235
2001-04-25,69.102
2001-04-26,70.554
2001-04-27,67.495
2001-04-28,68.412
2001-04-29,66.53800000000001
2001-04-30,63.427
2001-05-01,60.5415
2001-05-02,59.125
2001-05-03,57.083
2001-05-04,55.467
2001-05-05,54.432
2001-05-06,54.906
2001-05-07,56.358000000000004
2001-05-08,61.0875
2001-05-09,60.9565
2001-05-10,58.426
2001-05-11,57.812
2001-05-12,57.51
2001-05-13,59.0775
2001-05-14,59.1
2001-05-15,62.3935
2001-05-16,66.843
2001-05-17,69.904
2001-05-18,68.979
2001-05-19,70.388
2001-05-20,71.394
2001-05-21,71.0995
2001-05-22,70.5585
2001-05-23,69.299
2001-05-24,67.7115
2001-05-25,66.827
2001-05-26,69.0185
2001-05-27,70.277
2001-05-28,67.928
2001-05-29,67.4205
2001-05-30,61.626
2001-05-31,58.2725
2001-06-01,63.991
2001-06-02,64.87450000000001
2001-06-03,66.943
2001-06-04,69.475
2001-06-05,71.329
2001-06-06,71.231
2001-06-07,69.603
2001-06-08,67.3515
2001-06-09,66.061
2001-06-10,63.686
2001-06-11,65.1785
2001-06-12,65.952
2001-06-13,64.202
2001-06-14,61.813
2001-06-15,59.697
2001-06-16,57.813500000000005
2001-06-17,56.957
2001-06-18,60.144999999999996
2001-06-19,63.163
2001-06-20,65.251
2001-06-21,67.5275
2001-06-22,67.457
2001-06-23,65.88300000000001
2001-06-24,67.3665
2001-06-25,69.715
2001-06-26,67.12
2001-06-27,68.445
2001-06-28,66.21549999999999
2001-06-29,65.125
2001-06-30,62.766
2001-07-01,62.179500000000004
2001-07-02,64.92
2001-07-03,63.918
2001-07-04,62.898
2001-07-05,60.853
2001-07-06,56.573
2001-07-07,54.016999999999996
2001-07-08,52.067499999999995
2001-07-09,53.311
2001-07-10,54.283
2001-07-11,56.040499999999994
2001-07-12,58.055
2001-07-13,62.161500000000004
2001-07-14,63.425
2001-07-15,63.588
2001-07-16,63.474
2001-07-17,62.553
2001-07-18,62.892
2001-07-19,63.193
2001-07-20,61.9195
2001-07-21,60.846999999999994
2001-07-22,61.79
2001-07-23,60.025999999999996
2001-07-24,59.714
2001-07-25,63.402
2001-07-26,63.709500000000006
2001-07-27,64.1055
2001-07-28,65.5655
2001-07-29,64.75049999999999
2001-07-30,60.862
2001-07-31,60.527
2001-08-01,60.93
2001-08-02,62.900999999999996
2001-08-03,65.547
2001-08-04,66.0895
2001-08-05,66.494
2001-08-06,65.806
2001-08-07,65.523
2001-08-08,63.533500000000004
2001-08-09,60.2385
2001-08-10,57.5295
2001-08-11,56.361
2001-08-12,57.5535
2001-08-13,57.144
2001-08-14,60.806
2001-08-15,61.6265
2001-08-16,59.4135
2001-08-17,62.329499999999996
2001-08-18,60.829
2001-08-19,57.762
2001-08-20,55.414
2001-08-21,58.839
2001-08-22,58.5355
2001-08-23,58.428
2001-08-24,58.058499999999995
2001-08-25,58.07599999999999
2001-08-26,58.0325
2001-08-27,59.4765
2001-08-28,59.801
2001-08-29,59.1875
2001-08-30,58.301
2001-08-31,57.433
2001-09-01,56.227
2001-09-02,55.021
2001-09-03,56.0025
2001-09-04,56.449
2001-09-05,56.3975
2001-09-06,57.994
2001-09-07,55.197
2001-09-08,57.212500000000006
2001-09-09,60.1045
2001-09-10,62.227999999999994
2001-09-11,61.656
2001-09-12,61.89
2001-09-13,63.702
2001-09-14,65.434
2001-09-15,63.839
2001-09-16,61.9495
2001-09-17,60.425
2001-09-18,60.689
2001-09-19,62.1515
2001-09-20,63.642
2001-09-21,65.344
2001-09-22,67.7575
2001-09-23,68.751
2001-09-24,68.306
2001-09-25,67.768
2001-09-26,66.089
2001-09-27,66.152
2001-09-28,66.87833333333333
2001-09-29,67.102
2001-09-30,67.5055
2001-10-01,67.963
2001-10-02,66.304
2001-10-03,65.2405
2001-10-04,63.2805
2001-10-05,60.698499999999996
2001-10-06,61.1
2001-10-07,57.345
2001-10-08,59.643
2001-10-09,61.228
2001-10-10,59.5035
2001-10-11,63.0925
2001-10-12,65.378
2001-10-13,65.846
2001-10-14,65.886
2001-10-15,66.814
2001-10-16,66.05
2001-10-17,68.6945
2001-10-18,68.362
2001-10-19,67.607
2001-10-20,63.429
2001-10-21,63.6495
2001-10-22,62.8845
2001-10-23,64.06049999999999
2001-10-24,66.40899999999999
2001-10-25,68.62
2001-10-26,68.18350000000001
2001-10-27,67.2245
2001-10-28,66.1275
2001-10-29,67.978
2001-10-30,70.688
2001-10-31,68.4055
2001-11-01,66.4205
2001-11-02,66.2545
2001-11-03,66.217
2001-11-04,67.098
2001-11-05,66.6105
2001-11-06,63.727999999999994
2001-11-07,58.9655
2001-11-08,60.324
2001-11-09,62.497
2001-11-10,62.661500000000004
2001-11-11,62.471000000000004
2001-11-12,62.9075
2001-11-13,63.3
2001-11-14,63.471000000000004
2001-11-15,65.9925
2001-11-16,67.759
2001-11-17,68.4085
2001-11-18,70.425
2001-11-19,70.269
2001-11-20,70.1545
2001-11-21,70.3085
2001-11-22,66.206
2001-11-23,63.367000000000004
2001-11-24,63.686
2001-11-25,66.72533333333334
2001-11-26,66.22999999999999
2001-11-27,65.269
2001-11-28,64.34066666666666
2001-11-29,63.318
2001-11-30,62.523
2001-12-01,61.9495
2001-12-02,63.6245
2001-12-03,62.820499999999996
2001-12-04,62.867000000000004
2001-12-05,63.329
2001-12-06,63.766
2001-12-07,64.013
2001-12-08,62.231
2001-12-09,61.582499999999996
2001-12-10,62.3185
2001-12-11,62.744
2001-12-12,61.441
2001-12-13,63.400999999999996
2001-12-14,63.472
2001-12-15,63.1895
2001-12-16,63.5155
2001-12-17,63.695
2001-12-18,60.801500000000004
2001-12-19,60.695499999999996
2001-12-20,65.338
2001-12-21,63.6405
2001-12-22,63.540000000000006
2001-12-23,63.5535
2001-12-24,64.3925
2001-12-25,67.109
2001-12-26,67.64750000000001
2001-12-27,65.251
2001-12-28,65.062
2001-12-29,67.27850000000001
2001-12-30,65.112
2001-12-31,65.9605
2002-01-01,65.1
2002-01-02,64.75299999999999
2002-01-03,66.7295
2002-01-04,66.9555
2002-01-05,67.39099999999999
2002-01-06,68.547
2002-01-07,69.8585
2002-01-08,69.021
2002-01-09,68.6045
2002-01-10,67.966
2002-01-11,68.6815
2002-01-12,66.8035
2002-01-13,67.64150000000001
2002-01-14,65.653
2002-01-15,66.361
2002-01-16,68.3095
2002-01-17,68.962
2002-01-18,69.505
2002-01-19,70.0815
2002-01-20,70.6255
2002-01-21,72.30199999999999
2002-01-22,71.765
2002-01-23,72.08
2002-01-24,71.9
2002-01-25,71.25399999999999
2002-01-26,70.1605
2002-01-27,70.975
2002-01-28,70.4255
2002-01-29,71.26400000000001
2002-01-30,71.5075
2002-01-31,70.99199999999999
2002-02-01,67.9305
2002-02-02,69.7675
2002-02-03,66.83
2002-02-04,66.191
2002-02-05,66.645
2002-02-06,67.099
2002-02-07,67.553
2002-02-08,68.007
2002-02-09,68.461
2002-02-10,68.915
2002-02-11,69.369
2002-02-12,69.823
2002-02-13,70.277
2002-02-14,70.731
2002-02-15,71.185
2002-02-16,71.639
2002-02-17,72.093
2002-02-18,72.775
2002-02-19,73.456
2002-02-20,73.91
2002-02-21,74.364
2002-02-22,74.818
2002-02-23,75.272
2002-02-24,75.726
2002-02-25,76.18
2002-02-26,76.634
2002-02-27,77.088
2002-02-28,75.412
2002-03-01,71.72149999999999
2002-03-02,72.884
2002-03-03,74.0015
2002-03-04,75.7635
2002-03-05,76.7245
2002-03-06,76.3305
2002-03-07,76.1115
2002-03-08,74.063
2002-03-09,74.10033333333332
2002-03-10,74.6125
2002-03-11,74.1255
2002-03-12,71.87700000000001
2002-03-13,71.003
2002-03-14,70.196
2002-03-15,69.37549999999999
2002-03-16,69.747
2002-03-17,71.376
